ID,name,govsystem,x,y,race,prod,activity,tag,civlevel,size,SC
1886,Jasper,2,11,24,0,1,18403,[],3,1,1
1887,Kappa_B,2,-24,16,2,0,23474,[],9,1,1
1888,Kappa_C,2,-24,16,1,2,23463,[],9,2,1
1889,Kappa_A,2,-24,16,1,2,23551,[],9,2,1
1890,Lambda_B,2,-24,17,0,2,23574,[],9,2,1
1891,Lambda_A,2,-24,17,2,1,23496,[],9,1,1
1892,Formil,2,11,26,2,2,19441,[],5,1,1
1893,Beryl,2,11,26,0,1,17643,[],3,1,1
1894,Plextor,2,11,26,1,1,19426,[],5,2,1
1895,Raptor,2,-20,-26,2,1,22930,[TAG],9,2,1
1896,Sabre,2,-19,-26,1,2,22921,[TAG],9,1,1
1897,Nighthawk,2,-19,-26,0,1,22930,[TAG],9,1,1
1898,Intruder,2,-19,-26,1,1,22927,[TAG],9,3,1
1899,Quoreti,0,-7,30,2,1,21639,[MNKY],6,3,1
1900,Gibbon,0,-7,30,1,0,23364,[MNKY],9,4,1
1901,Bonobo,2,-7,30,1,1,23262,[MNKY],9,2,1
1902,Arnor,2,-26,11,1,1,20319,[],5,2,1
1903,Numenor,2,-26,11,2,0,20478,[],5,1,1
1904,StarGate1,2,-30,19,0,1,23452,[],9,2,1
1905,StarGate2,2,-30,19,0,2,23438,[],9,2,1
1906,Mohandar,2,-8,-27,2,2,22607,[],8,1,1
1907,Ulrezaj,2,-8,-27,0,2,23157,[],9,3,1
1908,Alarak,2,-8,-27,2,2,22607,[],8,3,1
1909,Nyon,2,-8,-28,0,0,23330,[],9,1,1
1910,Ji.nara,2,-8,-28,0,1,23161,[],9,1,1
1911,Ma.Lash,2,-8,-28,1,1,22717,[],8,2,1
1912,Vorazun,2,-8,-26,2,2,22600,[],8,3,1
1913,Raszagal,2,-8,-26,1,1,22714,[],8,1,1
1914,Talis,2,-9,-25,0,0,23332,[],9,1,1
1915,Karass,2,-9,-25,1,0,22886,[],8,1,1
1916,Kaldalis,2,-9,-25,2,0,22766,[],8,1,1
1917,XKCD,2,-8,-25,1,2,22627,[],8,1,1
1918,Nerdland,2,-8,-25,2,0,22795,[],8,2,1
1919,Purell,2,18,23,2,0,23271,[],9,2,1
1920,Launcher,2,18,23,0,0,23274,[],9,1,1
1921,Maria,0,18,23,0,2,23033,[],9,2,1
1922,MK-1769-II,2,25,24,1,2,22331,[],8,1,1
1923,BananaTree,2,25,24,1,2,22956,[],9,2,1
1924,MK-1569-II,2,24,23,1,0,22496,[],8,2,1
1925,-.8.-,2,24,23,1,1,22332,[],8,1,1
1926,-.9.-,2,24,23,2,2,22340,[],8,3,1
1927,Yellowstone,2,19,13,1,1,20007,[],5,2,1
1928,Axiol,2,19,13,0,0,17721,[],2,2,1
1929,Neutral-K2,2,-26,22,1,0,20893,[],6,1,1
1930,Neutral-3B,2,-26,21,1,1,20878,[],6,1,1
1931,Neutral-4B,2,-26,21,1,2,20875,[],6,1,1
1932,Alicia,2,-30,-24,2,1,23154,[],9,1,1
1933,Betty,2,-30,-24,1,2,23152,[],9,3,1
1934,Alice,2,-30,-24,0,1,23130,[],9,3,1
1935,Orchard,2,29,19,2,0,20682,[],5,2,1
1936,Obsolete,2,29,19,1,1,20529,[],5,2,1
1937,My_B,2,-23,17,2,0,23466,[],9,1,1
1938,My_A,2,-23,17,0,0,23521,[],9,2,1
1939,DarkForest,2,23,28,0,1,22492,[],8,2,1
1940,Fever,2,23,28,2,2,23008,[],9,2,1
1941,TheDawn,2,23,28,1,0,23110,[],9,1,1
1942,Neutral-HS-11,2,-18,30,1,1,23115,[],9,1,1
1943,Neutral-L8-1P,2,-18,30,1,2,23118,[],9,1,1
1944,Google,0,-4,27,2,0,21253,[MNKY],5,1,1
1945,Geek,0,-4,27,2,2,21155,[MNKY],5,2,1
1946,Pyramide,2,25,14,0,1,20679,[],5,1,1
1947,SuperU,2,25,14,2,1,20677,[],5,2,1
1948,Fire,2,25,14,0,0,20745,[],5,4,1
1949,Neutral-K3,2,-27,23,0,0,21234,[],6,3,1
1950,Neutral-K4,2,-27,23,1,1,20877,[],6,1,1
1951,Neutral-K1,2,-27,23,1,1,20878,[],6,2,1
1952,K.O.B.,2,-27,-29,1,0,22925,[TAG],10,2,1
1953,Prout,0,-31,-29,2,1,22614,[],9,2,1
1954,Slam,0,-31,-29,2,0,22729,[],9,3,1
1955,Boom,3,-31,-29,0,0,15003,[],1,1,1
1956,Neutral-7C-1J,1,5,12,2,2,14900,[],1,3,1
1957,Neutral-C9-8,1,5,12,0,0,14915,[],1,3,1
1958,Neutral-1DV-Z,1,5,12,0,2,14901,[],1,1,1
1959,Neutral-CO-M,1,12,5,2,2,15044,[],1,3,1
1960,Neutral-1F7-F,1,12,5,0,1,15047,[],1,2,1
1961,Neutral-5R-Y,1,-5,12,2,0,15063,[],1,2,1
1962,Neutral-DS-Y,1,-5,12,1,0,15064,[],1,1,1
1963,Neutral-F9-S,1,-12,5,1,1,15042,[],1,2,1
1964,Wootania,2,-5,-12,2,0,21816,[],7,3,1
1965,Alhembra,2,-5,-12,1,0,21816,[],7,3,1
1966,Neutral-RE-18,0,-12,-5,0,2,19988,[],5,1,1
1967,Neutral-RE-15,2,-12,-5,1,0,20134,[],5,1,1
1968,Finish,2,6,11,2,2,4382,[],8,2,1
1969,Rockover,2,6,11,1,0,5318,[],8,4,1
1970,FullSlide,2,6,11,0,0,4999,[],8,2,1
1971,Neutral-JO-1A,0,11,6,0,1,15040,[],1,1,1
1972,HeyHey,3,-6,11,0,2,23236,[],9,2,1
1973,Zapper,2,-6,11,2,2,20520,[],5,1,1
1974,Neutral-18U-NK,0,-6,11,0,0,23462,[],9,1,1
1975,Neutral-3-1E,1,-11,6,2,2,15043,[],1,2,1
1976,Garthold,2,-6,-11,1,1,21623,[],7,1,1
1977,Vyria,3,-6,-11,0,0,15424,[],1,2,1
1978,Neutral-PJ5-M,2,-11,-6,0,2,20006,[],5,1,1
1979,Neutral-PJ5-N,2,-11,-6,2,1,19996,[],5,1,1
1980,Ny_A,2,-22,17,1,1,23442,[],9,2,1
1981,Ny_B,2,-22,17,2,0,23612,[],9,1,1
1982,Xi_B,2,-23,16,1,2,23439,[],9,2,1
1983,Xi_C,2,-23,16,1,2,23439,[],9,1,1
1984,Xi_A,2,-23,16,1,0,23616,[],9,3,1
1985,Jeffords,2,-2,28,1,2,22897,[MNKY],8,2,1
1986,Spectrum,2,27,18,0,2,3715,[],4,1,1
1987,Spectral,2,27,18,1,0,3711,[],4,2,1
1988,Nionim,2,27,17,1,2,18481,[],4,1,1
1989,Neutral-70-O,2,27,17,2,1,18400,[],4,2,1
1990,Neutral-V3-1K,1,27,17,0,0,14931,[],1,2,1
1991,FiFipower,2,28,17,2,2,19769,[],5,1,1
1992,Pastapower,2,28,17,0,1,19776,[],5,1,1
1993,LoverArland,2,28,17,1,2,18300,[],4,2,1
1994,Neutral-O-8,2,29,17,2,0,19415,[],5,2,1
1995,Witch,2,29,17,2,0,19784,[],5,2,1
1996,Neutral-57-1T,2,29,17,2,0,17743,[],5,2,1
1997,Eighty,2,29,18,1,0,18633,[],4,3,1
1998,Neutral-15K-V,2,29,18,0,0,18965,[],5,2,1
1999,Dol_Guldur,2,26,27,0,1,19146,[],4,1,1
2000,Fophobia,2,25,29,0,2,23591,[],10,1,1
2001,Faro,2,25,29,1,0,23774,[],10,3,1
2002,NetFlix,2,25,29,0,2,18708,[],4,1,1
2003,Angmar,2,-26,10,2,0,20456,[],5,2,1
2004,Mount_Doom,2,-26,10,2,1,20324,[],5,3,1
2005,__15__,2,-8,-29,1,0,22752,[],8,3,1
2006,__17__,2,-8,-29,0,2,23146,[],9,2,1
2007,__16__,2,-8,-29,0,0,23313,[],9,3,1
2008,__18__,2,-8,-30,0,1,23138,[],9,1,1
2009,Paviken,2,-24,14,1,1,19134,[],4,2,1
2010,HrMS-Heemskerck,2,-28,18,0,0,23473,[],9,1,1
2011,Backert,2,-28,18,2,0,23473,[],9,1,1
2012,HavenLicht,2,-28,18,1,2,23297,[],9,2,1
2013,clearblue,2,19,23,1,0,23254,[],9,1,1
2014,Wickerbottom,2,20,12,2,0,20129,[],5,2,1
2015,Defiant,2,21,22,0,0,20350,[],5,2,1
2016,Neutral-T0-1J,1,21,22,2,0,15062,[],1,1,1
2017,Toasty,2,28,25,0,0,23073,[],9,2,1
2018,Neutral-18-1B,1,28,25,0,0,15064,[],1,4,1
2019,Neutral-1HN-V,1,28,25,0,0,15063,[],1,2,1
2020,Baer,2,12,23,2,2,18460,[],3,2,1
2021,Indigolith,2,12,23,1,2,18458,[],3,1,1
2022,Guesscom,2,26,18,2,2,4029,[],5,3,1
2023,appelmoes,2,-28,-25,1,0,23327,[TAG],9,3,1
2024,paprika,1,-28,-25,0,2,23141,[TAG],9,2,1
2025,Wasted,2,26,17,1,1,4031,[],5,3,1
2026,Neutral-K6-1C,2,26,17,1,0,4031,[],5,4,1
2027,Gescom,0,26,16,2,0,3906,[],5,1,1
2028,Atom,0,26,16,1,1,10389,[],5,1,1
2029,Malak,0,26,16,2,1,3905,[],5,2,1
2030,ttr-1,0,-27,-28,0,1,23065,[],10,3,1
2031,neuton3,1,-27,-28,1,2,23021,[],10,2,1
2032,ttr-2,1,-27,-28,1,1,23056,[TAG],10,4,1
2033,Farmhand,2,-28,11,0,1,23070,[],9,2,1
2034,Poacher,2,-28,11,1,1,23067,[],9,2,1
2035,HedgeKnight,2,-28,11,0,0,23240,[],9,2,1
2036,Tol_Sirion,2,-26,13,0,0,20411,[],5,1,1
2037,Frosty,2,25,23,1,1,22932,[],9,2,1
2038,Glucose,2,25,23,2,1,22510,[],8,2,1
2039,Flask,2,-6,28,0,1,23255,[MNKY],9,3,1
2040,Selenium,2,-6,28,1,1,23258,[MNKY],9,1,1
2041,Neutral-WW-1G,1,-19,30,2,1,23091,[],9,2,1
2042,Neutral-DT-19,2,-19,30,1,1,23094,[],9,1,1
2043,G--2,2,-25,-30,0,2,21046,[TAG],6,1,1
2044,G--3,2,-25,-30,1,2,21072,[TAG],6,1,1
2045,G--1,2,-25,-30,0,1,21321,[TAG],6,4,1
2046,Fourwinds,2,19,24,0,0,23238,[],9,4,1
2047,Bluepark,2,19,24,1,2,23069,[],9,1,1
2048,Acadia,0,-28,23,0,0,20858,[],6,1,1
2049,Aurora,2,-28,23,1,0,20864,[],6,1,1
2050,Adeline,2,-28,23,1,1,20864,[],6,2,1
2051,Neutral-NC-11,1,-19,29,1,2,23107,[],9,1,1
2052,Neutral-MB-I,2,-19,29,1,0,23271,[],9,2,1
2053,__8__,2,-11,-24,0,1,22575,[],8,1,1
2054,__7__,2,-11,-24,1,1,22571,[],8,3,1
2055,__3__,2,-14,-24,1,2,22578,[],8,2,1
2056,__1__,2,-14,-24,0,0,23302,[],9,3,1
2057,__2__,2,-14,-24,0,1,23131,[],9,4,1
2058,__88__,2,-13,-24,0,0,23310,[],9,1,1
2059,__6__,2,-12,-24,0,1,22576,[],8,3,1
2060,__5__,2,-12,-24,0,0,22741,[],8,1,1
2061,__11__,2,-10,-24,2,0,22736,[],8,2,1
2062,__9__,2,-10,-24,0,1,22575,[],8,1,1
2063,__10__,2,-10,-24,0,1,22572,[],8,2,1
2064,__13__,2,-9,-24,1,1,22687,[],8,2,1
2065,__12__,2,-9,-24,2,1,22578,[],8,1,1
2066,__14__,2,-9,-24,0,0,22743,[],8,2,1
2067,Pesang,2,7,11,0,2,4601,[],9,2,1
2069,HalfSlide,2,7,11,0,2,4340,[],8,3,1
2070,Neutral-MK-11,2,11,7,0,1,21500,[],6,2,1
2071,Neutral-6T-1V,1,11,7,2,0,15064,[],1,2,1
2072,Neutral-4U-D,2,11,7,1,2,21393,[],6,2,1
2073,Neutral-11Z-1G,1,-7,11,2,2,15041,[],1,2,1
2074,BoneMarrow,2,-7,11,0,1,21042,[],6,1,1
2075,Gallbladder,2,-7,11,2,0,21147,[],6,2,1
2076,Krildor18,2,-11,7,2,1,22703,[],8,3,1
2077,Krildor13,2,-11,7,2,1,22706,[],8,2,1
2078,Neutral-X2-Z,1,-7,-11,0,2,15048,[],1,3,1
2079,Neutral-O2-1,2,-7,-11,0,2,15044,[],1,2,1
2080,Aeducan,3,-7,-11,0,0,20672,[],6,3,1
2081,Pasteque,2,-11,-7,0,0,23050,[],9,3,1
2082,Ahsoka,2,-11,-7,2,2,23433,[],9,1,1
2083,Wapiti,2,11,23,2,0,18403,[],3,2,1
2084,Ring,2,11,23,0,2,18459,[],3,1,1
2085,Esme,2,11,23,2,1,18398,[],3,1,1
2086,Lennon,2,17,30,2,0,23300,[],8,2,1
2087,McCartney,2,17,30,1,0,23309,[],8,2,1
2088,Drakar,2,-29,23,1,0,20889,[],6,2,1
2089,Diety,2,-29,23,2,1,20843,[],6,3,1
2090,Durian,2,-29,23,1,1,20863,[],6,1,1
2091,Starr,2,18,30,1,0,23305,[],8,3,1
2092,__19__,2,-8,-24,2,1,22586,[],8,1,1
2093,__21__,2,-8,-24,2,0,22748,[],8,2,1
2094,__20__,2,-8,-24,2,2,22686,[],8,2,1
2095,BugReport,0,-25,18,0,2,23483,[],9,1,1
2096,BugTracker,0,-25,18,2,1,23392,[],9,1,1
2097,BugFix,0,-25,18,1,2,23458,[],9,4,1
2098,Bergen,2,-23,14,0,1,19123,[],4,2,1
2099,Viborg,2,-23,14,1,0,19238,[],4,1,1
2100,Arhus,2,-23,14,1,2,19123,[],4,2,1
2101,Oslo,2,-23,15,0,2,19124,[],4,1,1
2102,Koepenhamn,2,-23,15,1,0,19237,[],4,1,1
2103,Schleswig,2,-23,15,1,2,19130,[],4,2,1
2104,Aurelia,0,-28,7,1,2,22285,[],8,2,1
2105,Kenwood,0,15,14,1,1,22767,[],8,1,1
2106,Icom,0,15,14,2,1,22760,[],8,2,1
2107,Fusion,0,15,14,1,1,22762,[],8,1,1
2108,Vermivorous,0,14,15,1,0,25960,[],14,1,1
2109,Haderax,0,14,15,0,0,18069,[],3,1,1
2110,Depression,1,8,10,0,1,22496,[],9,3,1
2111,Jenova,1,8,10,2,1,4578,[],9,2,1
2113,Neutral-ET-5,1,10,8,1,1,14913,[],1,1,1
2114,Belba,2,-8,10,0,2,25269,[],13,1,1
2115,Neutral-ZM-5,1,-10,8,2,0,15062,[],1,2,1
2116,Neutral-B5-Y,1,-10,8,0,0,15063,[],1,1,1
2117,Neutral-14E-1V,1,-10,8,0,0,15063,[],1,2,1
2118,Eurasia,0,-8,-10,0,1,21623,[],7,1,1
2119,PtitChaton,2,-8,-10,0,1,23279,[],9,4,1
2120,Terrible,2,-8,-10,0,1,23275,[],9,1,1
2121,Lexa,2,-10,-8,1,2,23452,[],9,1,1
2122,Ema-287,2,-10,-8,2,0,23479,[],9,1,1
2123,Twofortuesday,1,-9,9,0,1,22843,[],8,1,1
2124,Shrimp,1,-9,9,1,0,23001,[],8,2,1
2125,ImportantDate,1,-9,9,1,0,22994,[TAG],8,3,1
2126,Anak1ng,2,-9,-9,0,0,23449,[],9,1,1
2127,Neptune,2,-9,-9,2,0,23440,[],9,2,1
2128,Neutral-19K-K,1,-14,0,2,2,21827,[],7,1,1
2129,No_Place,1,14,0,1,0,22441,[=NP=],9,4,1
2130,Neutral-LL-5,1,0,14,1,1,14952,[],1,2,1
2131,Neutral-FK-1Y,1,0,14,0,0,14968,[],1,1,1
2132,Neutral-1D1-K,1,0,14,0,2,14950,[],1,1,1
2133,Neutral-U7-2,1,0,-14,1,1,15044,[],1,3,1
2134,Neutral-19E-1M,1,0,-14,0,0,15064,[],1,1,1
2135,Doriath,2,-25,11,1,2,20277,[],5,1,1
2136,Brethil,2,-25,11,1,1,20276,[],5,1,1
2137,Menegroth,2,-25,11,1,2,20277,[],5,4,1
2138,Neutral-K4-8,1,1,14,1,2,14949,[],1,2,1
2139,NP_trader,1,14,1,0,2,22377,[=NP=],9,1,1
2140,WhyAmIhEre,3,14,1,0,1,22336,[=NP=],9,3,1
2141,NoisyPlanet,1,14,1,1,1,22373,[=NP=],9,1,1
2142,Neutral-12P-1,1,-1,14,0,1,14949,[],1,4,1
2143,Neutral-13E-1F,1,-1,14,1,2,14948,[],1,1,1
2144,kubiac,3,-14,1,0,2,15003,[],1,3,1
2145,Robsi7,1,1,-14,0,1,15044,[],1,2,1
2146,Neutral-1C6-A,1,14,-1,2,0,14880,[],1,2,1
2147,Original-Oz,0,-1,-14,1,2,20242,[],5,2,1
2148,Neutral-17I-F,1,-1,-14,1,2,15043,[],1,2,1
2149,Bretagne,2,-14,-1,2,0,24979,[],12,2,1
2150,Bleu-gris,2,-14,-1,2,2,24805,[],12,2,1
2151,Amsterdam,2,19,30,0,0,23275,[],8,1,1
2152,New-York,2,19,30,2,0,23272,[],8,1,1
2153,London,2,19,28,2,1,23115,[],8,1,1
2154,Berlin,2,19,28,0,2,23129,[],8,2,1
2155,Foxwitmuhduck,1,-19,-25,1,1,22804,[TAG],8,1,1
2156,Hawk,2,-19,-25,0,0,22967,[TAG],9,2,1
2157,HNRplus,1,-19,-25,0,1,22783,[TAG],8,4,1
2158,Blackbird,2,-20,-25,2,1,22840,[TAG],9,1,1
2159,Truist,2,28,26,2,0,20330,[],5,1,1
2160,dix-neuf,2,16,29,2,0,23431,[],9,3,1
2161,discordia,2,16,29,2,0,23432,[],9,2,1
2162,Shardik,2,16,30,2,1,23258,[],9,1,1
2163,Oathtaker,2,-27,10,1,1,23087,[],9,2,1
2164,Neutral-1BZ-T,1,22,27,2,1,15044,[],1,2,1
2165,Unlevened,2,22,27,2,1,23284,[],9,2,1
2166,Neutral-7U-11,2,22,28,2,1,15039,[],1,2,1
2167,Avian,2,22,28,2,0,22775,[],8,2,1
2168,Braves,2,27,25,1,1,20231,[],5,2,1
2169,Neutral-16W-14,1,27,25,0,0,15063,[],1,2,1
2170,Alasandalack,2,27,24,0,2,22784,[],9,3,1
2171,Yeti,2,27,24,1,0,22757,[],8,2,1
2172,Icarus,2,27,23,0,0,22756,[],8,1,1
2173,ZZtop,2,27,23,1,1,22745,[],8,1,1
2174,Rambley,0,27,23,2,1,16442,[],1,1,1
2175,SolarPower,2,-25,19,2,0,23635,[],9,3,1
2176,SolarHeat,2,-25,19,1,0,23654,[],9,2,1
2177,Galo,2,25,30,1,1,23587,[],10,2,1
2178,Mochiron,1,-24,-26,2,1,20730,[TAG],5,2,1
2179,Mainichi,1,-23,-26,0,2,20731,[TAG],5,3,1
2180,Maishuun,1,-23,-26,1,2,20734,[TAG],5,3,1
2181,Musume,1,-23,-26,0,0,20872,[TAG],5,1,1
2182,ThankYou,2,25,26,0,2,18678,[],4,2,1
2183,MrSkeleton,2,25,26,0,1,18681,[],4,1,1
2184,Pimento,2,-3,27,0,1,22852,[MNKY],8,2,1
2185,Otamark,0,-3,27,1,1,21556,[MNKY],6,1,1
2186,ESXI,0,-5,27,1,2,22875,[MNKY],8,3,1
2187,HYPERV,2,-5,27,1,0,23020,[MNKY],8,1,1
2188,Retro,2,30,19,2,0,20571,[],5,2,1
2189,Pope,2,30,19,2,0,20685,[],5,2,1
2190,Portent,2,30,19,0,2,20581,[],5,1,1
2191,Reliant,2,21,27,1,2,20114,[],5,3,1
2192,Sellsword,2,-27,9,2,2,23062,[],9,1,1
2193,Belegost,2,-25,10,0,0,20431,[],5,2,1
2194,Hithlum,2,-25,10,0,0,20433,[],5,1,1
2195,Nargothrond,2,-25,10,1,2,20307,[],5,4,1
2196,Henphobia,2,24,30,1,2,23585,[],10,1,1
2197,Hell,2,24,30,2,1,23561,[],10,2,1
2198,Gist,2,24,29,2,0,23695,[],10,3,1
2199,Hibernat,2,11,28,0,0,21861,[],9,2,1
2200,Nostradamus,2,11,28,2,1,21774,[],9,3,1
2201,Titanic,2,11,28,1,0,21962,[],9,3,1
2202,Merovingien,2,11,29,0,0,21877,[],9,2,1
2203,Boufmoilognon,2,11,29,0,0,21878,[],9,1,1
2204,Jimmy,2,11,29,0,0,21878,[],9,1,1
2205,PointQ,2,11,30,1,0,23204,[],9,3,1
2206,Armice,2,11,30,1,1,23031,[],9,1,1
2207,Psychopathe,2,12,30,2,2,23033,[],9,2,1
2208,Vieillebic,2,12,30,0,0,23202,[],9,1,1
2209,Amazonie,2,12,30,1,2,23022,[],9,1,1
2210,Belzebut,2,13,30,0,0,23195,[],9,3,1
2211,Juce,2,13,30,2,1,23028,[],9,1,1
2212,Rahu,2,-19,0,0,0,23347,[],9,2,1
2213,Neutral-NZ-Q,1,-2,27,0,1,15048,[],1,3,1
2214,Pitomah,0,-2,27,2,0,21780,[MNKY],6,1,1
2215,Jake,2,-2,27,2,1,22821,[MNKY],8,4,1
2216,Duke,2,21,26,0,1,20241,[],5,2,1
2217,Rovuna,0,-7,29,0,0,21758,[MNKY],6,1,1
2218,Hitchcock,2,-7,29,0,0,22804,[MNKY],8,2,1
2219,Scully,2,-7,29,0,2,22869,[MNKY],8,1,1
2220,Zombi,2,19,12,0,2,19569,[],4,1,1
2221,Neutral-1GH-1K,1,2,14,1,2,14953,[],1,1,1
2222,Neutral-1JR-2,1,2,14,2,1,14954,[],1,1,1
2223,Neutral-1ET-1B,1,2,14,1,1,14949,[],1,1,1
2224,Neutral-E8-14,1,14,2,1,1,14862,[],1,1,1
2225,Neutral-TI-E,1,-2,14,2,2,14949,[],1,2,1
2226,Neutral-ZZ-N,1,-14,2,1,1,15045,[],1,2,1
2227,Dailara,2,-14,2,0,1,21700,[],7,1,1
2228,Poxi,2,-14,2,1,0,20891,[],6,3,1
2229,Robsi3,2,2,-14,0,1,15417,[],1,1,1
2230,Neutral-1CA-1I,1,14,-2,1,1,14904,[],1,2,1
2231,Neutral-9W-1U,1,14,-2,0,0,14919,[],1,2,1
2232,Ori-OZ,0,-2,-14,1,0,20329,[],5,1,1
2233,Cartophy,2,-14,-2,0,0,24945,[],12,1,1
2234,Courteille,2,-14,-2,2,1,24757,[],12,1,1
2235,Neutral-NR-17,1,3,14,2,1,15046,[],1,2,1
2236,Neutral-3C-14,1,3,14,2,1,15047,[],1,4,1
2237,Neutral-92-N,1,14,3,0,0,15041,[],1,2,1
2238,Papidon,3,-3,14,0,2,22651,[MNKY],8,2,1
2239,Squadron,2,-14,3,2,2,23331,[],9,3,1
2240,Noodlez,2,-14,3,1,0,23485,[],9,2,1
2241,Neutral-N7-E,1,3,-14,1,0,14861,[],1,2,1
2242,Neutral-CP-7,1,14,-3,0,0,15063,[],1,1,1
2243,Droxx,3,-3,-14,0,0,15003,[],1,1,1
2244,Neutral-UK-1O,1,-3,-14,0,1,15042,[],1,3,1
2245,Venturia,2,-14,-3,2,0,21790,[],7,1,1
2246,TheBigWall,2,21,28,1,2,23272,[],9,2,1
2247,Hunter,2,-26,9,2,2,23053,[],9,2,1
2248,Fregata,2,22,29,1,1,23272,[],9,3,1
2249,Magic,2,23,29,2,2,20242,[],5,2,1
2250,Prometheus,2,23,29,2,1,20239,[],5,3,1
2251,Neutral-GA-12,1,-1,27,0,1,15044,[],1,2,1
2252,Dauntless,2,-19,-24,2,0,22940,[TAG],9,2,1
2253,Orion,2,-19,-24,2,2,22832,[TAG],9,2,1
2254,Spirit,1,-20,-24,2,2,22902,[TAG],9,2,1
2255,Shan,2,-19,-1,1,1,23134,[],9,2,1
2256,Surya,0,-19,-1,1,2,23110,[],9,1,1
2257,Chandra,2,-19,-1,2,2,23137,[],9,2,1
2258,rocko,0,-28,-24,0,1,16713,[],2,1,1
2259,Joyphobia,2,26,26,0,2,23510,[],10,2,1
2260,Ibis,2,26,26,2,1,23531,[],10,2,1
2261,Irisphobia,2,26,26,1,2,23551,[],10,3,1
2262,WaterStation,2,-24,18,0,2,23512,[],9,2,1
2263,WaterPower,2,-24,18,2,2,23475,[],9,2,1
2264,Rocket,2,30,18,0,2,20805,[],5,2,1
2265,Kayak,0,-7,28,1,1,20194,[MNKY],5,1,1
2266,Hubcap,0,-7,28,0,0,20325,[MNKY],5,2,1
2267,Kindling,2,-22,-26,0,0,13449,[TAG],5,3,1
2268,Ipa4daWin,2,-22,-26,0,2,6063,[TAG],5,1,1
2269,Timber,2,-22,-26,2,0,13995,[TAG],5,3,1
2270,Charcoal,0,-21,-26,1,2,3536,[TAG],1,1,1
2271,Matchbox,2,-21,-26,0,2,4578,[TAG],5,1,1
2272,Kingfisher,2,21,30,2,2,19094,[],3,1,1
2273,Morgoth,2,21,30,0,2,19101,[],3,1,1
2274,Melkor,2,21,30,2,1,19066,[],3,2,1
2275,H--1,2,-25,-27,0,0,21417,[TAG],6,2,1
2276,H--3,0,-25,-27,0,2,21216,[TAG],6,1,1
2277,H--2,0,-25,-27,2,2,21167,[TAG],6,1,1
2278,Naboo,0,-28,8,1,0,22345,[],8,2,1
2279,Japon,2,17,27,2,0,23179,[],9,3,1
2280,Lobotomie,2,17,27,0,1,23014,[],9,3,1
2281,Jordanie,2,17,27,0,2,23038,[],9,1,1
2282,Jani,2,26,25,0,1,23536,[],10,1,1
2283,Jawa,2,26,25,0,2,22791,[],9,2,1
2284,Neutral-1PO-H,1,26,25,1,0,15063,[],1,1,1
2285,Pschorr,2,21,16,2,0,22961,[],9,4,1
2286,Hacker,2,21,16,1,1,4398,[],6,2,1
2287,SunCruiser,2,22,30,0,2,23297,[],9,2,1
2288,Kite,2,21,29,2,1,19063,[],3,1,1
2289,Mandla,2,-19,1,2,0,23209,[],9,4,1
2290,Neutral-1J1-1U,1,-19,1,2,0,15064,[],1,4,1
2291,DrPepper,2,23,30,1,2,18945,[],3,1,1
2292,Neutral-KB-N,1,23,30,1,2,15045,[],1,2,1
2293,Cherry,2,23,30,2,1,18924,[],3,4,1
2294,Ketu,2,-20,0,1,0,23210,[],9,2,1
2295,Neutral-NV-10,1,-20,1,0,0,15062,[],1,2,1
2296,Angaraka,2,-20,1,0,2,23036,[],9,2,1
2297,Neutral-11D-C,1,-20,-1,1,0,15062,[],1,3,1
2298,Neutral-M3-14,2,30,-5,2,1,23671,[],9,4,1
2299,Neutral-19U-M,2,29,-5,1,1,23685,[],9,2,1
2300,Neutral-17D-1O,2,28,-5,0,0,23866,[],9,3,1
2301,Neutral-S3-11,2,28,-5,0,2,23685,[],9,1,1
2302,Suns,3,31,31,0,0,15003,[],1,2,1
2303,Neutral-11A-14,1,31,31,2,2,15046,[],1,3,1
2304,Neutral-HO-J,1,31,31,1,2,15044,[],1,2,1
2305,D-Star,1,16,14,1,2,22709,[],8,3,1
2306,DonnieDarko,1,16,14,0,2,22716,[],8,3,1
2307,Anytone,1,16,14,2,2,22724,[],8,1,1
2308,Interstellar,1,15,13,0,0,22899,[],8,2,1
2309,POTA,1,15,13,1,0,22909,[],8,3,1
2310,Durelia,0,-30,5,1,2,22223,[],8,2,1
2311,Lopo,3,4,13,0,1,15003,[],1,2,1
2312,Neutral-NP-1Q,1,13,4,2,2,15042,[],1,2,1
2313,Neutral-SQ-HG,1,13,4,2,1,15047,[],1,1,1
2314,Neutral-1O3-1O,1,13,4,1,0,15062,[],1,3,1
2315,Shmoke,0,-4,13,1,0,21564,[],6,3,1
2316,Clama,2,-13,4,1,2,20833,[],6,2,1
2317,Renau,0,-13,4,1,2,23307,[],9,1,1
2318,Madonne,2,-13,4,0,1,23321,[],9,2,1
2319,Kollafjardarnes,2,4,-13,1,1,14720,[],1,2,1
2321,Neutral-6Z-1Y,1,13,-4,0,0,15063,[],1,1,1
2322,Neutral-17A-1G,1,13,-4,0,0,15064,[],1,1,1
2323,Neutral-135-1X,1,13,-4,1,2,15044,[],1,2,1
2324,Neutral-IS-48,2,-4,-13,2,1,16317,[],1,4,1
2325,Neutral-IS-41,0,-4,-13,2,0,22812,[],8,1,1
2326,Neutral-VA-8,1,-4,-13,0,2,15044,[],1,1,1
